OBJECTID,CDSCode,Status,Charter,Ed_Type,Level,Pb_Prv_BIE,School,District,County,Street,City,State,Zip,Lat,Long,Stacked,Stack_cnt,Source,CDS_uniq,GradesOffered,GradesServed
9541,1.96473E+13,Active,Yes,Traditional,Intermediate/Middle/Junior High,Public,Academy of Media Arts,Los Angeles Unified,Los Angeles,2009 West Martin Luther King Boulevard,Los Angeles,CA,90062-1434,34.011184,-118.315533,No,1,Riverside CO Parcels,1.96473E+13,10-Sep,9
9542,5.47225E+13,Active,Yes,Traditional,High School,Public,Accelerated Charter High,Tulare Joint Union High,Tulare,4136 North Mooney Boulevard,Tulare,CA,93274-1140,36.251911,-119.310677,No,1,Tulare CO Parcels 2020,5.47225E+13,12-Sep,12-Nov
9543,3.01031E+13,Active,No,Juvenile Court School,Elementary - High Combination,Public,ACCESS Juvenile Hall,Orange County Department of Education,Orange,200 Kalmus Drive,Costa Mesa,CA,92626,33.673512,-117.880878,Yes,3,Orange CO Parcels 2012,3.01031E+13,K-12,K-12
9544,3.06652E+13,Active,No,Traditional,High School,Public,Adult Education,Garden Grove Unified,Orange,11262 Garden Grove Boulevard,Garden Grove,CA,92843,33.77325,-117.935531,No,1,Orange CO Parcels 2020,3.06652E+13,Adult,12
9545,1.96433E+13,Active,No,Special Education School,High School,Public,Adult Transition Program,Bonita Unified,Los Angeles,800 West Covina Boulevard,San Dimas,CA,91773-2476,34.097636,-117.822954,Yes,2,Los Angeles CO Land Type 2011,1.96433E+13,Adult,12
9546,1.9102E+13,Active,No,Juvenile Court School,High School,Public,Afflerbaugh-Paige Camp,Los Angeles County Office of Education,Los Angeles,6621 North Stephens Ranch Road,La Verne,CA,91750,34.154773,-117.740053,No,1,Los Angeles CO Parcels 2020,1.9102E+13,12-Jul,12-Sep
9547,4.56986E+13,Active,No,Community Day School,Intermediate/Middle/Junior High,Public,Anderson Community Day,Anderson Union High,Shasta,20083 Olinda Road,Anderson,CA,96007-8291,40.44077,-122.307212,Yes,5,Shasta CO Parcels 2009,4.56986E+13,10-Sep,10-Sep
9548,4.56986E+13,Active,Yes,Traditional,High School,Public,Anderson New Technology High,Anderson Union High,Shasta,2098 North Street,Anderson,CA,96007-3477,40.451909,-122.300603,No,1,Shasta CO Parcels 2020,4.56986E+13,12-Sep,12-Sep
9549,1.96445E+13,Active,No,Community Day School,Intermediate/Middle/Junior High,Public,Woodruff Academy,Downey Unified,Los Angeles,12330 Woodruff Avenue,Downey,CA,90241-5610,33.918874,-118.114898,Yes,2,Los Angeles CO Parcels 2009,1.96445E+13,12-Jul,10-Jul
9550,1.97531E+13,Active,Yes,Traditional,High School,Public,Pathways Academy Charter Adult Education,Acton-Agua Dulce Unified,San Diego,100 East San Marcos Boulevard Suite 350,San Marcos,CA,92069-2989,33.141713,-117.162379,No,1,San Diego CO Parcels 2020,1.97531E+13,12-Sep,12-Nov
9551,3.77703E+13,Active,Yes,Traditional,Intermediate/Middle/Junior High - High Combination,Public,Audeo Charter II,SBE - Audeo Charter II,San Diego,"3821 Plaza Drive, Suite 402",Oceanside,CA,92056-4605,33.180791,-117.291262,No,1,San Diego CO Parcels 2020,3.77703E+13,K-12,12-Jun
9552,3.01031E+13,Active,Yes,Traditional,Elementary - Intermediate/Middle/Junior High Combination,Public,Oxford Preparatory Academy - Saddleback Valley,Orange County Department of Education,Orange,22882 Loumont Drive,Lake Forest,CA,92630-3935,33.628785,-117.700484,No,1,Orange CO Parcels 2020,3.01031E+13,K-8,K-8
9553,3.06653E+13,Active,Yes,Traditional,Elementary,Public,Kinetic Academy,Huntington Beach City Elementary,Orange,721 Utica Avenue,Huntington Beach,CA,92648-3219,33.676308,-117.989887,No,1,Orange CO Parcels 2020,3.06653E+13,K-8,K-5
9554,3.46744E+13,Active,No,Traditional,Elementary,Public,Washington Elementary,Sacramento City Unified,Sacramento,520 18th Street,Sacramento,CA,95814-1007,38.5825,-121.48109,No,1,Sacramento CO Parcels 2020,3.46744E+13,K-6,K-6
9555,1.06255E+13,Active,Yes,Traditional,Elementary - High Combination,Public,Yosemite Valley Charter,Westside Elementary,Fresno,3610 East Ashlan Ave,Fresno,CA,93726-3840,36.793527,-119.763975,No,1,Fresno CO Parcels 2020,1.06255E+13,K-12,K-12
9556,4.31044E+13,Active,No,Juvenile Court School,Intermediate/Middle/Junior High - High Combination,Public,Santa Clara County Court,Santa Clara County Office of Education,Santa Clara,"1290 Ridder Park Drive, MC213",San Jose,CA,95131-2304,37.383793,-121.900203,Yes,4,Santa Clara CO Parcels 2020,4.31044E+13,K-12,12-Aug
9557,3.01031E+13,Active,Yes,Traditional,High School,Public,Orange County Workforce Innovation High,Orange County Department of Education,Orange,505 North Euclid Street,Anaheim,CA,92801-5506,33.838247,-117.942081,No,1,Orange CO Parcels 2020,3.01031E+13,12-Sep,12-Sep
9558,3.76798E+13,Active,Yes,Traditional,High School,Public,San Diego Workforce Innovation High,Borrego Springs Unified,San Diego,2 Euclid Avenue Suite A,National City,CA,91950-1967,32.689803,-117.085483,No,1,San Diego CO Parcels 2020,3.76798E+13,12-Sep,12-Sep
9559,1.56369E+13,Active,No,Traditional,High School,Public,Lynch Learning Center,Muroc Joint Unified,Kern,17100 Foothill Avenue,North Edwards,CA,93523,35.014779,-117.826573,No,1,Kern CO Parcels,1.56369E+13,9-Adult,No Data
9560,3.77379E+13,Active,No,Traditional,Elementary - Intermediate/Middle/Junior High Combination,Public,Double Peak,San Marcos Unified,San Diego,111 San Elijo Road,San Marcos,CA,92078-2051,33.105804,-117.166943,No,1,San Diego CO Parcels 2020,3.77379E+13,K-8,K-8
9561,1.9102E+13,Active,Yes,Traditional,High School,Public,Intellectual Virtues Academy,Los Angeles County Office of Education,Los Angeles,1637 Long Beach Boulevard,Long Beach,CA,90813-4001,33.788134,-118.189919,Yes,2,Los Angeles CO Parcels 2020,1.9102E+13,12-Sep,12-Sep
9562,3.7681E+13,Active,Yes,Traditional,Elementary - Intermediate/Middle/Junior High Combination,Public,Epiphany Prep Charter,Escondido Union,San Diego,725 North Escondido Boulevard,Escondido,CA,92025-1703,33.127543,-117.089581,No,1,San Diego CO Parcels 2020,3.7681E+13,K-8,K-8
9563,1.06217E+13,Active,Yes,Traditional,Elementary,Public,Aspen Meadow Public,Fresno Unified,Fresno,1400 East Saginaw Way,Fresno,CA,93704-4459,36.788149,-119.793262,No,1,Kern CO Parcels 2020,1.06217E+13,K-8,K-5
9564,3.3672E+13,Active,No,Traditional,Elementary,Public,Clearwater Elementary,Perris Elementary,Riverside,1640 Murrieta Road,Perris,CA,92571,33.802562,-117.209742,No,1,Riverside CO Parcels,3.3672E+13,K-6,K-6
9565,3.36712E+13,Active,No,Traditional,Elementary,Public,Harvest Hill S.T.E.A.M. Academy,Menifee Union Elementary,Riverside,31600 Pat Road,Winchester,CA,92596,33.620789,-117.107283,No,1,Riverside CO Parcels 2020,3.36712E+13,K-8,K-7
9566,1.61259E+12,Active,Yes,Traditional,Elementary - Intermediate/Middle/Junior High Combination,Public,Lodestar: A Lighthouse Community Charter Public,Oakland Unified,Alameda,701 105th Avenue,Oakland,CA,94603,37.734293,-122.178505,No,1,Alameda CO Parcels,1.61259E+12,K-12,K-8
9567,3.01031E+13,Active,Yes,Traditional,Elementary - Intermediate/Middle/Junior High Combination,Public,Orange County Academy of Sciences and Arts,Orange County Department of Education,Orange,29292 Crown Valley Parkway,Laguna Niguel,CA,92677-1861,33.535897,-117.696466,No,1,Orange CO Parcels 2020,3.01031E+13,K-8,K-8
9568,3.07365E+13,Active,No,Traditional,Elementary - Intermediate/Middle/Junior High Combination,Public,Beacon Park,Irvine Unified,Orange,200 Cultivate,Irvine,CA,92618-1029,33.687901,-117.735085,No,1,Orange CO Parcels 2020,3.07365E+13,K-8,K-8
9569,3.01031E+13,Active,Yes,Traditional,Elementary - Intermediate/Middle/Junior High Combination,Public,Scholarship Prep,Orange County Department of Education,Orange,1010 West 17th Street,Santa Ana,CA,92706-3504,33.759263,-117.878167,No,1,Orange CO Parcels 2020,3.01031E+13,K-8,K-8
9570,4.87058E+13,Active,Yes,Traditional,Elementary - Intermediate/Middle/Junior High Combination,Public,Caliber: ChangeMakers Academy,Vallejo City Unified,Solano,500 Oregon Street,Vallejo,CA,94590-3254,38.11904,-122.250176,No,1,Solano CO Parcels 2020,4.87058E+13,K-8,K-8
9571,3.66788E+13,Active,Yes,Traditional,Elementary,Public,Ballington Academy for the Arts and Sciences - San Bernardino,San Bernardino City Unified,San Bernardino,799 East Rialto Avenue,San Bernardino,CA,92408-1225,34.100945,-117.268918,No,1,San Bernardino CO Parcels 2020,3.66788E+13,K-5,K-5
9572,7.77024E+12,Active,Yes,Traditional,Elementary,Public,Rocketship Futuro Academy,SBE - Rocketship Futuro Academy,Contra Costa,2351 Olivera Road,Concord,CA,94520-1626,37.995487,-122.035939,Yes,2,Contra Costa CO Parcels 2019,7.77024E+12,K-5,K-5
9573,4.87057E+13,Active,Yes,Traditional,Intermediate/Middle/Junior High - High Combination,Public,Ernest Kimme Charter Academy for Independent Learning,Vacaville Unified,Solano,194 Bella Vista Rd,Vacaville,CA,95687-6287,38.347862,-121.9893,No,1,Solano CO Parcels 2020,4.87057E+13,12-Jul,12-Jul
9574,1.96473E+13,Active,No,Traditional,Intermediate/Middle/Junior High,Public,Science Academy STEM Magnet,Los Angeles Unified,Los Angeles,5525 Vineland Avenue,North Hollywood,CA,91601-2730,34.169886,-118.371294,Yes,2,Los Angeles CO Parcels 2009,1.96473E+13,11-Jun,10-Jun
9575,1.96473E+13,Active,Yes,Traditional,High School,Public,Math and Science College Preparatory,Los Angeles Unified,Los Angeles,3202 West Adams Boulevard,Los Angeles,CA,90018-1832,34.055126,-118.332757,Yes,3,Los Angeles CO Land Type 2011,1.96473E+13,12-Sep,12-Sep
9576,3.7682E+13,Active,No,Traditional,Intermediate/Middle/Junior High,Public,Spring Valley Academy,La Mesa-Spring Valley,San Diego,3900 Conrad Drive,Spring Valley,CA,91977-1437,32.749906,-116.989617,No,1,San Diego CO Parcels 2012,3.7682E+13,8-May,8-May
9577,1.9102E+13,Active,Yes,Traditional,Intermediate/Middle/Junior High,Public,LA's Promise Charter Middle #1,Los Angeles County Office of Education,Los Angeles,1700 West 46th Street,Los Angeles,CA,90062-2347,34.001183,-118.310127,Yes,2,Los Angeles CO Parcels 2009,1.9102E+13,8-Jun,8-Jun
9578,3.07364E+13,Active,No,Traditional,Elementary,Public,Heritage Elementary,Tustin Unified,Orange,15400 Lansdowne Road,Tustin,CA,92782-0222,33.718181,-117.828951,No,1,2016 CDE Schools database,3.07364E+13,P-5,K-5
9579,1.96473E+13,Active,Yes,Traditional,Elementary,Public,Valor Academy Elementary,Los Angeles Unified,Los Angeles,8755 Woodman Avenue,Arleta,CA,91331-6506,34.228919,-118.436064,Yes,2,Los Angeles CO Parcels 2009,1.96473E+13,K-4,K-4
9580,3.36706E+13,Active,No,Special Education School,Elementary,Public,John Adams Early Childhood Learning Center,Desert Sands Unified,Riverside,50-800 Desert Club Drive,La Quinta,CA,92253-2982,33.680392,-116.300335,No,1,Riverside CO Parcels 2011,3.36706E+13,P-1,K
9581,4.16902E+13,Active,No,Traditional,Elementary,Public,Arroyo,San Carlos Elementary,San Mateo,1710 Arroyo Avenue,San Carlos,CA,94070-3809,37.500583,-122.261105,Yes,2,San Mateo CO Parcels 2011; County Land Use Data,4.16902E+13,5-Apr,5-Apr
9582,1.96473E+13,Active,Yes,Traditional,High School,Public,Rise Kohyang High,Los Angeles Unified,Los Angeles,600 South Lafayette Park Place Third Floor,Los Angeles,CA,90057,34.062379,-118.282152,Yes,3,"Los Angeles CO Parcels 2015, Aerial",1.96473E+13,12-Sep,12-Sep
9583,4.56995E+13,Active,Yes,Traditional,Elementary - Intermediate/Middle/Junior High Combination,Public,Redding School of the Arts,Columbia Elementary,Shasta,955 Inspiration Place,Redding,CA,96003-8297,40.595467,-122.322432,No,1,Shasta CO Parcels 2009,4.56995E+13,K-12,K-8
9584,4.36967E+13,Active,No,Traditional,Elementary,Public,Central Park Elementary,Santa Clara Unified,Santa Clara,2720 Sonoma Place,Santa Clara,CA,95051-4806,37.344669,-121.97624,No,1,Santa Clara CO Parcels 2012,4.36967E+13,K-5,K-5
9585,4.87054E+13,Active,No,Traditional,Elementary - Intermediate/Middle/Junior High Combination,Public,Dover Academy for International Studies,Fairfield-Suisun Unified,Solano,301 East Alaska Avenue,Fairfield,CA,94533-2222,38.271516,-122.02979,Yes,2,Solano CO Parcels 2010; Pilot project shp,4.87054E+13,K-8,K-8
9586,1.96453E+13,Active,No,Traditional,High School,Public,Ellen Ochoa Prep Academy,El Rancho Unified,Los Angeles,8110 Paramount Boulevard,Pico Rivera,CA,90660-4814,33.969853,-118.112395,No,1,Los Angeles CO Parcels 2020,1.96453E+13,12-Sep,12-Sep
9587,1.96473E+13,Active,Yes,Traditional,Intermediate/Middle/Junior High,Public,Girls Athletic Leadership School Los Angeles,Los Angeles Unified,Los Angeles,8015 Van Nuys Boulevard,Panorama City,CA,91402-6009,34.216988,-118.451021,Yes,4,Los Angeles CO Parcels 2009,1.96473E+13,8-Jun,8-Jun
9588,5.27147E+13,Active,Yes,Traditional,Intermediate/Middle/Junior High,Public,Lassen-Antelope Volcanic Academy (LAVA),Antelope Elementary,Tehama,1660 Monroe Street,Red Bluff,CA,96080-2694,40.183857,-122.245477,No,1,Tehama CO Parcels 2020,5.27147E+13,8-May,8-May
9589,1.96473E+13,Active,No,Traditional,Elementary,Public,Fourth Street Primary Center,Los Angeles Unified,Los Angeles,469 Amalia Avenue,Los Angeles,CA,90022-2627,34.02756,-118.154525,No,1,Los Angeles CO Parcels 2020,1.96473E+13,K-1,K-1
9590,1.97344E+13,Active,Yes,Traditional,Elementary - Intermediate/Middle/Junior High Combination,Public,ISANA Achernar Academy,Compton Unified,Los Angeles,310 East El Segundo Boulevard,Compton,CA,90222-2315,33.915584,-118.222317,No,1,Los Angeles CO Land Type 2011,1.97344E+13,K-8,K-8
9591,1.96473E+13,Active,Yes,Traditional,Elementary,Public,New Los Angeles Charter Elementary,Los Angeles Unified,Los Angeles,5421 Obama Road,Los Angeles,CA,90016-5122,34.022506,-118.365295,Yes,2,Los Angeles CO Land Type 2011,1.96473E+13,K-4,K-4
9592,4.31044E+13,Active,Yes,Traditional,Elementary,Public,Rocketship Rising Stars,Santa Clara County Office of Education,Santa Clara,3173 Senter Road,San Jose,CA,95111-1332,37.291668,-121.833597,No,1,Santa Clara CO Parcels 2020,4.31044E+13,K-5,K-4
9593,4.36939E+13,Active,No,Traditional,Elementary - Intermediate/Middle/Junior High Combination,Public,Steindorf STEAM K-8 Magnet,Cambrian,Santa Clara,3001 Ross Avenue,San Jose,CA,95124-2358,37.266469,-121.920386,No,1,Santa Clara CO Parcels 2020,4.36939E+13,K-8,K-8
9594,1.06212E+13,Active,No,Traditional,Elementary,Public,Virginia R. Boris Elementary,Clovis Unified,Fresno,7071 East Clinton Avenue,Fresno ,CA,93727-9543,36.770238,-119.662584,No,1,Fresno CO Parcels 2020,1.06212E+13,K-6,K-6
9595,1.97699E+13,Active,Yes,Traditional,High School,Public,Prepa Tec Los Angeles High,SBE - Prepa Tec Los Angeles High,Los Angeles,4210 East Gage Street,Bell,CA,90201-1213,33.978105,-118.191935,No,1,Los Angeles CO Parcels 2020; Aerial,1.97699E+13,12-Sep,12-Sep
9596,1.96473E+13,Active,Yes,Traditional,Intermediate/Middle/Junior High,Public,Arts in Action Community Middle,Los Angeles Unified,Los Angeles,745 South Kern Avenue,Los Angeles,CA,90022-2672,34.023284,-118.165762,No,1,Los Angeles CO Parcels 2020,1.96473E+13,8-Jun,8-Jun
9597,5.47212E+13,Active,No,Traditional,Intermediate/Middle/Junior High,Public,Sequoia Union Elementary,Sequoia Union Elementary,Tulare,23958 Avenue 324,Lemon Cove,CA,93244,36.376263,-119.037438,Yes,2,Tulare CO Parcels 2011,5.47212E+13,8,8
9598,7.10074E+12,Active,Yes,Traditional,Intermediate/Middle/Junior High - High Combination,Public,Contra Costa School of Performing Arts,Contra Costa County Office of Education,Contra Costa,2730 Mitchell Drive,Walnut Creek,CA,94598-1602,37.930076,-122.024818,No,1,Tulare CO Parcels 2020,7.10074E+12,12-Jun,12-Jun
9599,3.46745E+13,Active,No,Alternative School of Choice,High School,Public,Meraki High,San Juan Unified,Sacramento,10700 Fair Oaks Boulevard,Fair Oaks,CA,95628-7213,38.64621,-121.263046,Yes,2,Sacramento CO Parcels 2011; Pilot Prj shapefiles,3.46745E+13,12-Sep,12-Sep
9600,2.46576E+13,Active,No,Traditional,Intermediate/Middle/Junior High,Public,Creekside Junior High,Los Banos Unified,Merced,1401 Prairie Springs Drive,Los Banos,CA,93635-9241,37.052454,-120.874562,No,1,Merced CO Parcels 2020,2.46576E+13,8-Jul,8-Jul
9601,3.01031E+13,Active,Yes,Traditional,High School,Public,Ednovate - Legacy College Prep.,Orange County Department of Education,Orange,1500 17th Street,Santa Ana,CA,92705-8502,33.759495,-117.846848,No,1,Orange CO Parcels 2020,3.01031E+13,12-Sep,12-Sep
9602,3.66759E+13,Active,No,Traditional,Intermediate/Middle/Junior High,Public,Melva Davis Academy of Excellence,Adelanto Elementary,San Bernardino,15831 Diamond Road,Victorville,CA,92394,34.538829,-117.375612,Yes,2,San Bernardino CO Parcels 2011,3.66759E+13,8-Jun,8-Jun
9603,1.96473E+13,Active,Yes,Traditional,High School,Public,Animo Pat Brown,Los Angeles Unified,Los Angeles,8255 Beach Street,Los Angeles,CA,90001-4014,33.963093,-118.242619,Yes,2,Los Angeles CO Parcels 2020,1.96473E+13,12-Sep,12-Sep
9604,1.96486E+13,Active,No,Special Education School,Elementary - Intermediate/Middle/Junior High Combination,Public,Palmdale Discovery Center,Palmdale Elementary,Los Angeles,39174 Palm Tree Way,Palmdale,CA,93551-3994,34.594148,-118.153846,Yes,2,Los Angeles CO Land Type 2011,1.96486E+13,K-8,K-8
9605,2.76607E+13,Active,Yes,Traditional,High School,Public,Pinnacle Academy Charter - Independent Study,South Monterey County Joint Union High,Monterey,760 Broadway Street,King City,CA,93930-3311,36.209157,-121.135206,Yes,3,Monterey CO Parcels 2008; Internet search,2.76607E+13,12-Sep,12-Sep
9606,1.96473E+13,Active,Yes,Traditional,Intermediate/Middle/Junior High,Public,California Collegiate Charter,Los Angeles Unified,Los Angeles,5101 South Western Avenue,Los Angeles,CA,90062-2333,33.996657,-118.309289,Yes,2,Los Angeles CO Parcels 2009,1.96473E+13,8-Jun,8-Jun
9607,1.96467E+13,Active,No,Traditional,Intermediate/Middle/Junior High,Public,Fulton and Alsbury Academy of Arts and Engineering,Lancaster Elementary,Los Angeles,831 East Avenue K-2,Lancaster,CA,93535-4788,34.672884,-118.114681,Yes,4,Los Angeles CO Land Type 2011,1.96467E+13,8-Jun,8-Jun
9608,5.47226E+13,Active,No,Traditional,Intermediate/Middle/Junior High,Public,Ridgeview Middle,Visalia Unified,Tulare,3315 North Akers Street,Visalia,CA,93291-9689,36.361335,-119.354756,No,1,Tulare CO Parcels 2020,5.47226E+13,8-Jul,8-Jul
9609,5.47226E+13,Active,No,Traditional,Elementary,Public,Riverway Elementary,Visalia Unified,Tulare,1341 Glendale Avenue,Visalia,CA,93291,36.361014,-119.306734,No,1,Tulare CO Parcels,5.47226E+13,K-6,K-6
9610,3.66771E+13,Active,No,Traditional,Elementary,Public,Dolores Huerta International Academy,Fontana Unified,San Bernardino,17777 Merrill Avenue,Fontana,CA,92335-8110,34.091686,-117.416407,No,1,San Bernardino CO Parcels 2020,3.66771E+13,K-6,K-6
9611,3.47528E+13,Active,Yes,Traditional,Elementary,Public,Natomas Pacific Pathways Prep Elementary,Natomas Unified,Sacramento,4400 East Commerce Way,Sacramento,CA,95834-9705,38.651563,-121.525017,No,1,Sacramento CO Parcels 2020,3.47528E+13,K-5,K-5
9612,4.87057E+13,Active,No,Traditional,Elementary - Intermediate/Middle/Junior High Combination,Public,Sierra Vista K-8,Vacaville Unified,Solano,301 Bel Air Drive,Vacaville,CA,95687-6343,38.338415,-121.956666,No,1,Solano CO Parcels 2020,4.87057E+13,K-8,K-8
9613,7.61796E+12,Active,Yes,Traditional,Intermediate/Middle/Junior High,Public,Summit Public School: Tamalpais,West Contra Costa Unified,Contra Costa,3020 Hilltop Mall Road,Richmond,CA,94806-1920,37.977407,-122.326582,Yes,3,2016 CDE Schools database,7.61796E+12,12-Jul,10-Jul
9614,3.96859E+13,Active,Yes,Traditional,Intermediate/Middle/Junior High,Public,Aspire Benjamin Holt Middle,Lodi Unified,San Joaquin,3293 East Morada Lane,Stockton,CA,95212-3110,38.03802,-121.27255,Yes,2,San Joaquin CO Parcels 2020,3.96859E+13,8-Jun,8-Jun
9615,1.21012E+13,Active,Yes,Traditional,Intermediate/Middle/Junior High - High Combination,Public,Northcoast Preparatory and Performing Arts Academy,Humboldt County Office of Education,Humboldt,1761 11th Street,Arcata,CA,95521-5403,40.872531,-124.096687,No,1,Humboldt CO Parcels 2020,1.21012E+13,12-Jun,12-Jun
9616,4.169E+13,Active,Yes,Traditional,Elementary - Intermediate/Middle/Junior High Combination,Public,Aspire East Palo Alto Charter,Ravenswood City Elementary,San Mateo,1286 Runnymede Street,East Palo Alto,CA,94303-1332,37.46786,-122.12763,No,1,San Mateo CO Parcels 2011; County Land Use Data,4.169E+13,K-8,K-8
